Date,City,Crop,Min_Price,Max_Price,Season
2023-09-25,Pune,Cotton,7152.16,7180.23,Rainy
2023-09-26,Pune,Cotton,7163.64,7202.34,Rainy
2023-09-27,Pune,Cotton,7089.23,7271.71,Rainy
2023-09-28,Pune,Cotton,7131.41,7166.58,Rainy
2023-09-29,Pune,Cotton,7139.62,7152.53,Rainy
2023-09-30,Pune,Cotton,7131.43,7161.86,Rainy
2023-10-01,Pune,Cotton,7078.02,7101.56,Winter
2023-10-02,Pune,Cotton,7156.1,7218.48,Winter
2023-10-03,Pune,Cotton,7168.86,7291.95,Winter
2023-10-04,Pune,Cotton,7132.2,7349.22,Winter
2023-10-05,Pune,Cotton,7223.12,7431.79,Winter
2023-10-06,Pune,Cotton,7328.18,7346.82,Winter
2023-10-07,Pune,Cotton,7350.08,7467.7,Winter
2023-10-08,Pune,Cotton,7310.12,7341.8,Winter
2023-10-09,Pune,Cotton,7290.13,7303.52,Winter
2023-10-10,Pune,Cotton,7163.93,7403.62,Winter
2023-10-11,Pune,Cotton,7037.59,7312.4,Winter
2023-10-12,Pune,Cotton,7015.65,7167.29,Winter
2023-10-13,Pune,Cotton,7107.29,7166.97,Winter
2023-10-14,Pune,Cotton,7050.0,7266.45,Winter
2023-10-15,Pune,Cotton,6983.8,7241.64,Winter
2023-10-16,Pune,Cotton,6885.85,7252.23,Winter
2023-10-17,Pune,Cotton,6955.74,7378.66,Winter
2023-10-18,Pune,Cotton,6843.21,7272.88,Winter
2023-10-19,Pune,Cotton,6787.88,7304.5,Winter
2023-10-20,Pune,Cotton,6872.92,7420.56,Winter
2023-10-21,Pune,Cotton,6820.96,7383.08,Winter
2023-10-22,Pune,Cotton,6901.23,7455.46,Winter
2023-10-23,Pune,Cotton,6974.77,7427.83,Winter
2023-10-24,Pune,Cotton,7000.9,7292.3,Winter
2023-10-25,Pune,Cotton,6953.83,7198.32,Winter
2023-10-26,Pune,Cotton,6882.3,7136.38,Winter
2023-10-27,Pune,Cotton,6954.79,7058.07,Winter
2023-10-28,Pune,Cotton,6819.83,6939.08,Winter
2023-10-29,Pune,Cotton,6809.13,6924.73,Winter
2023-10-30,Pune,Cotton,6915.1,6938.89,Winter
2023-10-31,Pune,Cotton,6976.15,6979.47,Winter
2023-11-01,Pune,Cotton,6841.02,7071.93,Winter
2023-11-02,Pune,Cotton,6888.48,6992.92,Winter
2023-11-03,Pune,Cotton,6920.65,6975.05,Winter
2023-11-04,Pune,Cotton,6882.57,6948.49,Winter
2023-11-05,Pune,Cotton,6872.53,6888.12,Winter
2023-11-06,Pune,Cotton,6785.91,6949.17,Winter
2023-11-07,Pune,Cotton,6723.87,6904.69,Winter
2023-11-08,Pune,Cotton,6767.27,7016.28,Winter
2023-11-09,Pune,Cotton,6768.68,7145.6,Winter
2023-11-10,Pune,Cotton,6664.92,7007.87,Winter
2023-11-11,Pune,Cotton,6756.03,7105.23,Winter
2023-11-12,Pune,Cotton,6848.7,7140.33,Winter
2023-11-13,Pune,Cotton,6771.68,7029.09,Winter
2023-11-14,Pune,Cotton,6720.27,6999.7,Winter
2023-11-15,Pune,Cotton,6672.66,6908.57,Winter
2023-11-16,Pune,Cotton,6547.86,6908.87,Winter
2023-11-17,Pune,Cotton,6491.88,6834.68,Winter
2023-11-18,Pune,Cotton,6587.19,6922.12,Winter
2023-11-19,Pune,Cotton,6576.37,6966.42,Winter
2023-11-20,Pune,Cotton,6678.67,7044.52,Winter
2023-11-21,Pune,Cotton,6659.03,6947.63,Winter
2023-11-22,Pune,Cotton,6758.93,7069.32,Winter
2023-11-23,Pune,Cotton,6636.53,7093.25,Winter
2023-11-24,Pune,Cotton,6743.35,7179.9,Winter
2023-11-25,Pune,Cotton,6720.46,7258.5,Winter
2023-11-26,Pune,Cotton,6780.69,7142.14,Winter
2023-11-27,Pune,Cotton,6765.57,7103.52,Winter
2023-11-28,Pune,Cotton,6658.43,6978.45,Winter
2023-11-29,Pune,Cotton,6669.57,6918.85,Winter
2023-11-30,Pune,Cotton,6617.5,6884.5,Winter
2023-12-01,Pune,Cotton,6635.14,7009.16,Winter
2023-12-02,Pune,Cotton,6668.71,7018.68,Winter
2023-12-03,Pune,Cotton,6722.86,7023.33,Winter
2023-12-04,Pune,Cotton,6788.39,7030.11,Winter
2023-12-05,Pune,Cotton,6781.16,6958.97,Winter
2023-12-06,Pune,Cotton,6767.76,6996.05,Winter
2023-12-07,Pune,Cotton,6808.25,7114.73,Winter
2023-12-08,Pune,Cotton,6764.92,7077.32,Winter
2023-12-09,Pune,Cotton,6840.35,7195.64,Winter
2023-12-10,Pune,Cotton,6819.59,7239.78,Winter
2023-12-11,Pune,Cotton,6683.36,7185.72,Winter
2023-12-12,Pune,Cotton,6628.19,7133.01,Winter
2023-12-13,Pune,Cotton,6577.67,7051.3,Winter
2023-12-14,Pune,Cotton,6606.05,6947.02,Winter
2023-12-15,Pune,Cotton,6686.85,6857.67,Winter
2023-12-16,Pune,Cotton,6614.7,6804.41,Winter
2023-12-17,Pune,Cotton,6495.68,6830.09,Winter
2023-12-18,Pune,Cotton,6538.48,6855.98,Winter
2023-12-19,Pune,Cotton,6489.84,6939.88,Winter
2023-12-20,Pune,Cotton,6379.61,7003.06,Winter
2023-12-21,Pune,Cotton,6404.51,7004.63,Winter
2023-12-22,Pune,Cotton,6362.2,6976.51,Winter
2023-12-23,Pune,Cotton,6283.39,6977.73,Winter
2023-12-24,Pune,Cotton,6191.16,6847.74,Winter
2023-12-25,Pune,Cotton,6250.69,6903.9,Winter
2023-12-26,Pune,Cotton,6148.84,6941.16,Winter
2023-12-27,Pune,Cotton,6040.57,6939.29,Winter
2023-12-28,Pune,Cotton,6137.03,7028.42,Winter
2023-12-29,Pune,Cotton,6034.23,7092.1,Winter
2023-12-30,Pune,Cotton,5936.24,7204.76,Winter
2023-12-31,Pune,Cotton,5866.65,7291.57,Winter
2024-01-01,Pune,Cotton,5964.5,7400.84,Winter
2024-01-02,Pune,Cotton,5851.57,7287.28,Winter
2024-01-03,Pune,Cotton,5821.42,7177.23,Winter
2024-01-04,Pune,Cotton,5932.76,7253.06,Winter
2024-01-05,Pune,Cotton,5970.27,7263.57,Winter
2024-01-06,Pune,Cotton,6032.51,7131.26,Winter
2024-01-07,Pune,Cotton,6122.74,7174.16,Winter
2024-01-08,Pune,Cotton,6152.81,7269.02,Winter
2024-01-09,Pune,Cotton,6081.85,7149.42,Winter
2024-01-10,Pune,Cotton,6109.27,7054.66,Winter
2024-01-11,Pune,Cotton,6152.21,7160.6,Winter
2024-01-12,Pune,Cotton,6160.25,7078.19,Winter
2024-01-13,Pune,Cotton,6266.39,7143.92,Winter
2024-01-14,Pune,Cotton,6339.24,7184.76,Winter
2024-01-15,Pune,Cotton,6244.25,7086.74,Winter
2024-01-16,Pune,Cotton,6276.25,7078.96,Winter
2024-01-17,Pune,Cotton,6307.68,7007.35,Winter
2024-01-18,Pune,Cotton,6318.05,6869.17,Winter
2024-01-19,Pune,Cotton,6305.93,6768.84,Winter
2024-01-20,Pune,Cotton,6294.45,6809.14,Winter
2024-01-21,Pune,Cotton,6225.75,6871.09,Winter
2024-01-22,Pune,Cotton,6175.26,6878.69,Winter
2024-01-23,Pune,Cotton,6097.6,7008.16,Winter
2024-01-24,Pune,Cotton,6176.62,7137.24,Winter
2024-01-25,Pune,Cotton,6300.14,7085.86,Winter
2024-01-26,Pune,Cotton,6291.59,7188.35,Winter
2024-01-27,Pune,Cotton,6197.12,7111.83,Winter
2024-01-28,Pune,Cotton,6111.1,7247.76,Winter
2024-01-29,Pune,Cotton,6143.43,7300.83,Winter
2024-01-30,Pune,Cotton,6117.9,7354.82,Winter
2024-01-31,Pune,Cotton,6129.57,7336.54,Winter
2024-02-01,Pune,Cotton,6122.5,7413.19,Winter
2024-02-02,Pune,Cotton,6154.13,7476.73,Winter
2024-02-03,Pune,Cotton,6237.29,7569.59,Winter
2024-02-04,Pune,Cotton,6237.75,7669.79,Winter
2024-02-05,Pune,Cotton,6190.54,7712.85,Winter
2024-02-06,Pune,Cotton,6214.27,7708.4,Winter
2024-02-07,Pune,Cotton,6105.19,7599.76,Winter
2024-02-08,Pune,Cotton,6165.52,7499.32,Winter
2024-02-09,Pune,Cotton,6139.06,7413.14,Winter
2024-02-10,Pune,Cotton,6068.52,7481.89,Winter
2024-02-11,Pune,Cotton,5989.61,7436.74,Winter
2024-02-12,Pune,Cotton,6067.34,7422.72,Winter
2024-02-13,Pune,Cotton,5991.04,7544.34,Winter
2024-02-14,Pune,Cotton,5962.43,7440.18,Winter
2024-02-15,Pune,Cotton,5951.03,7552.7,Winter
2024-02-16,Pune,Cotton,5901.2,7520.97,Winter
2024-02-17,Pune,Cotton,5991.27,7608.04,Winter
2024-02-18,Pune,Cotton,5978.98,7756.72,Winter
2024-02-19,Pune,Cotton,5865.23,7828.22,Winter
2024-02-20,Pune,Cotton,5918.02,7867.29,Winter
2024-02-21,Pune,Cotton,5970.25,7753.75,Winter
2024-02-22,Pune,Cotton,5932.77,7774.98,Winter
2024-02-23,Pune,Cotton,5967.02,7874.22,Winter
2024-02-24,Pune,Cotton,6062.22,7855.67,Winter
2024-02-25,Pune,Cotton,6100.21,7971.22,Winter
2024-02-26,Pune,Cotton,6192.14,7814.63,Winter
2024-02-27,Pune,Cotton,6120.97,7853.7,Winter
2024-02-28,Pune,Cotton,6168.66,7861.91,Winter
2024-02-29,Pune,Cotton,6137.26,7983.44,Winter
2024-03-01,Pune,Cotton,6187.79,8133.99,Summer
2024-03-02,Pune,Cotton,6225.12,8078.2,Summer
2024-03-03,Pune,Cotton,6343.24,7926.09,Summer
2024-03-04,Pune,Cotton,6395.38,7780.45,Summer
2024-03-05,Pune,Cotton,6283.26,7761.93,Summer
2024-03-06,Pune,Cotton,6312.22,7891.58,Summer
2024-03-07,Pune,Cotton,6199.57,7991.5,Summer
2024-03-08,Pune,Cotton,6087.19,8064.27,Summer
2024-03-09,Pune,Cotton,6027.02,8185.44,Summer
2024-03-10,Pune,Cotton,6065.69,8083.7,Summer
2024-03-11,Pune,Cotton,6049.68,8143.32,Summer
2024-03-12,Pune,Cotton,5937.08,8034.27,Summer
2024-03-13,Pune,Cotton,5894.92,8007.86,Summer
2024-03-14,Pune,Cotton,5937.12,7938.92,Summer
2024-03-15,Pune,Cotton,5910.9,8039.56,Summer
2024-03-16,Pune,Cotton,5829.81,8194.5,Summer
2024-03-17,Pune,Cotton,5836.93,8354.35,Summer
2024-03-18,Pune,Cotton,5814.45,8275.55,Summer
2024-03-19,Pune,Cotton,5849.31,8130.03,Summer
2024-03-20,Pune,Cotton,5768.85,8025.64,Summer
2024-03-21,Pune,Cotton,5754.85,8008.94,Summer
2024-03-22,Pune,Cotton,5849.63,8036.74,Summer
2024-03-23,Pune,Cotton,5808.58,7900.1,Summer
2024-03-24,Pune,Cotton,5704.56,7794.19,Summer
2024-03-25,Pune,Cotton,5765.7,7823.66,Summer
2024-03-26,Pune,Cotton,5854.45,7794.11,Summer
2024-03-27,Pune,Cotton,5789.86,7654.36,Summer
2024-03-28,Pune,Cotton,5826.13,7807.31,Summer
2024-03-29,Pune,Cotton,5837.51,7776.36,Summer
2024-03-30,Pune,Cotton,5875.88,7908.17,Summer
2024-03-31,Pune,Cotton,5793.25,7857.95,Summer
2024-04-01,Pune,Cotton,5833.76,7773.44,Summer
2024-04-02,Pune,Cotton,5916.92,7671.77,Summer
2024-04-03,Pune,Cotton,5852.84,7536.83,Summer
2024-04-04,Pune,Cotton,5930.12,7640.94,Summer
2024-04-05,Pune,Cotton,5933.06,7763.0,Summer
2024-04-06,Pune,Cotton,5823.5,7914.87,Summer
2024-04-07,Pune,Cotton,5774.75,7864.43,Summer
2024-04-08,Pune,Cotton,5665.89,7929.01,Summer
2024-04-09,Pune,Cotton,5585.71,7821.37,Summer
2024-04-10,Pune,Cotton,5553.38,7921.74,Summer
2024-04-11,Pune,Cotton,5489.41,7878.2,Summer
2024-04-12,Pune,Cotton,5446.1,7723.32,Summer
2024-04-13,Pune,Cotton,5430.5,7614.08,Summer
2024-04-14,Pune,Cotton,5534.09,7741.22,Summer
2024-04-15,Pune,Cotton,5615.33,7689.43,Summer
2024-04-16,Pune,Cotton,5614.3,7834.15,Summer
2024-04-17,Pune,Cotton,5534.19,7904.05,Summer
2024-04-18,Pune,Cotton,5502.24,7916.85,Summer
2024-04-19,Pune,Cotton,5427.65,7825.59,Summer
2024-04-20,Pune,Cotton,5358.97,7856.53,Summer
2024-04-21,Pune,Cotton,5345.65,7930.27,Summer
2024-04-22,Pune,Cotton,5293.03,7903.01,Summer
2024-04-23,Pune,Cotton,5320.28,7861.57,Summer
2024-04-24,Pune,Cotton,5359.88,7854.68,Summer
2024-04-25,Pune,Cotton,5368.75,7734.36,Summer
2024-04-26,Pune,Cotton,5307.15,7745.38,Summer
2024-04-27,Pune,Cotton,5279.25,7648.93,Summer
2024-04-28,Pune,Cotton,5186.39,7605.0,Summer
2024-04-29,Pune,Cotton,5090.1,7470.64,Summer
2024-04-30,Pune,Cotton,4996.81,7557.39,Summer
2024-05-01,Pune,Cotton,5080.85,7497.78,Summer
2024-05-02,Pune,Cotton,5108.87,7464.01,Summer
2024-05-03,Pune,Cotton,5084.45,7604.79,Summer
2024-05-04,Pune,Cotton,5143.03,7638.71,Summer
2024-05-05,Pune,Cotton,5202.35,7660.74,Summer
2024-05-06,Pune,Cotton,5128.25,7554.97,Summer
2024-05-07,Pune,Cotton,5053.23,7435.61,Summer
2024-05-08,Pune,Cotton,5026.7,7533.21,Summer
2024-05-09,Pune,Cotton,5033.76,7630.11,Summer
2024-05-10,Pune,Cotton,4996.45,7738.74,Summer
2024-05-11,Pune,Cotton,4971.59,7720.48,Summer
2024-05-12,Pune,Cotton,5054.51,7711.8,Summer
2024-05-13,Pune,Cotton,5121.26,7576.28,Summer
2024-05-14,Pune,Cotton,5193.05,7607.77,Summer
2024-05-15,Pune,Cotton,5286.15,7628.57,Summer
2024-05-16,Pune,Cotton,5190.1,7530.13,Summer
2024-05-17,Pune,Cotton,5134.29,7382.99,Summer
2024-05-18,Pune,Cotton,5166.5,7499.52,Summer
2024-05-19,Pune,Cotton,5253.63,7638.33,Summer
2024-05-20,Pune,Cotton,5265.56,7717.98,Summer
2024-05-21,Pune,Cotton,5354.48,7672.71,Summer
2024-05-22,Pune,Cotton,5256.7,7592.54,Summer
2024-05-23,Pune,Cotton,5191.49,7492.98,Summer
2024-05-24,Pune,Cotton,5108.56,7452.04,Summer
2024-05-25,Pune,Cotton,5150.07,7434.09,Summer
2024-05-26,Pune,Cotton,5237.57,7462.7,Summer
2024-05-27,Pune,Cotton,5303.35,7321.25,Summer
2024-05-28,Pune,Cotton,5272.82,7464.34,Summer
2024-05-29,Pune,Cotton,5228.14,7557.21,Summer
2024-05-30,Pune,Cotton,5289.83,7706.21,Summer
2024-05-31,Pune,Cotton,5236.73,7596.72,Summer
2024-06-01,Pune,Cotton,5151.74,7575.56,Rainy
2024-06-02,Pune,Cotton,5210.4,7443.0,Rainy
2024-06-03,Pune,Cotton,5150.96,7565.24,Rainy
2024-06-04,Pune,Cotton,5126.82,7615.74,Rainy
2024-06-05,Pune,Cotton,5073.27,7569.14,Rainy
2024-06-06,Pune,Cotton,5095.76,7692.75,Rainy
2024-06-07,Pune,Cotton,5126.03,7598.84,Rainy
2024-06-08,Pune,Cotton,5107.32,7548.4,Rainy
2024-06-09,Pune,Cotton,5022.28,7614.94,Rainy
2024-06-10,Pune,Cotton,4944.55,7546.41,Rainy
2024-06-11,Pune,Cotton,4848.42,7545.39,Rainy
2024-06-12,Pune,Cotton,4909.23,7473.86,Rainy
2024-06-13,Pune,Cotton,4957.5,7347.81,Rainy
2024-06-14,Pune,Cotton,4934.2,7442.76,Rainy
2024-06-15,Pune,Cotton,5027.59,7510.72,Rainy
2024-06-16,Pune,Cotton,4985.97,7534.41,Rainy
2024-06-17,Pune,Cotton,4997.66,7682.64,Rainy
2024-06-18,Pune,Cotton,5007.51,7671.26,Rainy
2024-06-19,Pune,Cotton,4918.37,7554.23,Rainy
2024-06-20,Pune,Cotton,4999.58,7594.28,Rainy
2024-06-21,Pune,Cotton,4945.93,7446.99,Rainy
2024-06-22,Pune,Cotton,4984.53,7591.38,Rainy
2024-06-23,Pune,Cotton,5040.07,7567.76,Rainy
2024-06-24,Pune,Cotton,5070.82,7525.22,Rainy
2024-06-25,Pune,Cotton,5114.83,7649.12,Rainy
2024-06-26,Pune,Cotton,5036.8,7611.52,Rainy
2024-06-27,Pune,Cotton,5025.49,7652.68,Rainy
2024-06-28,Pune,Cotton,5043.41,7661.03,Rainy
2024-06-29,Pune,Cotton,5074.56,7527.99,Rainy
2024-06-30,Pune,Cotton,5048.45,7598.23,Rainy
2024-07-01,Pune,Cotton,5034.56,7722.47,Rainy
2024-07-02,Pune,Cotton,4966.23,7867.98,Rainy
2024-07-03,Pune,Cotton,4904.71,8011.46,Rainy
2024-07-04,Pune,Cotton,4971.39,7851.35,Rainy
2024-07-05,Pune,Cotton,4909.23,7838.15,Rainy
2024-07-06,Pune,Cotton,4856.89,7720.32,Rainy
2024-07-07,Pune,Cotton,4784.93,7625.96,Rainy
2024-07-08,Pune,Cotton,4729.43,7732.83,Rainy
2024-07-09,Pune,Cotton,4766.78,7872.48,Rainy
2024-07-10,Pune,Cotton,4826.02,7840.23,Rainy
2024-07-11,Pune,Cotton,4795.11,7823.23,Rainy
2024-07-12,Pune,Cotton,4828.3,7900.98,Rainy
2024-07-13,Pune,Cotton,4825.11,7994.92,Rainy
2024-07-14,Pune,Cotton,4804.05,7950.73,Rainy
2024-07-15,Pune,Cotton,4744.66,7948.65,Rainy
2024-07-16,Pune,Cotton,4723.06,8042.31,Rainy
2024-07-17,Pune,Cotton,4635.65,8162.87,Rainy
2024-07-18,Pune,Cotton,4620.01,8003.82,Rainy
2024-07-19,Pune,Cotton,4681.6,7936.94,Rainy
2024-07-20,Pune,Cotton,4634.73,7980.22,Rainy
2024-07-21,Pune,Cotton,4573.94,8042.06,Rainy
2024-07-22,Pune,Cotton,4490.52,8065.08,Rainy
2024-07-23,Pune,Cotton,4499.66,8058.09,Rainy
2024-07-24,Pune,Cotton,4414.59,7940.03,Rainy
2024-07-25,Pune,Cotton,4425.3,7951.81,Rainy
2024-07-26,Pune,Cotton,4429.3,7804.45,Rainy
2024-07-27,Pune,Cotton,4434.38,7673.15,Rainy
2024-07-28,Pune,Cotton,4474.4,7716.39,Rainy
2024-07-29,Pune,Cotton,4462.95,7617.43,Rainy
2024-07-30,Pune,Cotton,4456.09,7751.71,Rainy
2024-07-31,Pune,Cotton,4545.04,7811.02,Rainy
2024-08-01,Pune,Cotton,4595.15,7861.51,Rainy
2024-08-02,Pune,Cotton,4665.61,7811.25,Rainy
2024-08-03,Pune,Cotton,4742.84,7741.9,Rainy
2024-08-04,Pune,Cotton,4833.82,7874.83,Rainy
2024-08-05,Pune,Cotton,4789.12,7731.9,Rainy
2024-08-06,Pune,Cotton,4774.46,7703.44,Rainy
2024-08-07,Pune,Cotton,4806.18,7737.38,Rainy
2024-08-08,Pune,Cotton,4898.62,7600.34,Rainy
2024-08-09,Pune,Cotton,4810.14,7591.03,Rainy
2024-08-10,Pune,Cotton,4889.9,7731.31,Rainy
2024-08-11,Pune,Cotton,4879.01,7649.22,Rainy
2024-08-12,Pune,Cotton,4880.3,7603.13,Rainy
2024-08-13,Pune,Cotton,4899.37,7671.54,Rainy
2024-08-14,Pune,Cotton,4913.89,7673.72,Rainy
2024-08-15,Pune,Cotton,4917.08,7685.82,Rainy
2024-08-16,Pune,Cotton,5012.46,7542.78,Rainy
2024-08-17,Pune,Cotton,5019.87,7546.61,Rainy
2024-08-18,Pune,Cotton,5104.23,7567.63,Rainy
2024-08-19,Pune,Cotton,5100.99,7529.26,Rainy
2024-08-20,Pune,Cotton,5062.36,7660.76,Rainy
2024-08-21,Pune,Cotton,4974.65,7790.13,Rainy
2024-08-22,Pune,Cotton,4969.71,7747.49,Rainy
2024-08-23,Pune,Cotton,5031.44,7846.97,Rainy
2024-08-24,Pune,Cotton,5084.5,7949.98,Rainy
2024-08-25,Pune,Cotton,5137.41,7914.79,Rainy
2024-08-26,Pune,Cotton,5186.9,7873.77,Rainy
2024-08-27,Pune,Cotton,5230.08,7803.27,Rainy
2024-08-28,Pune,Cotton,5289.92,7880.07,Rainy
2024-08-29,Pune,Cotton,5267.3,7995.71,Rainy
2024-08-30,Pune,Cotton,5268.59,7844.58,Rainy
2024-08-31,Pune,Cotton,5328.29,7810.0,Rainy
2023-08-01,Pune,Bajra,2839.69,2915.64,Rainy
2023-08-02,Pune,Bajra,2881.6,2911.46,Rainy
2023-08-03,Pune,Bajra,2938.17,2949.87,Rainy
2023-08-04,Pune,Bajra,2946.46,3008.29,Rainy
2023-08-05,Pune,Bajra,2990.16,3012.35,Rainy
2023-08-06,Pune,Bajra,2931.49,2963.87,Rainy
2023-08-07,Pune,Bajra,2901.34,2966.08,Rainy
2023-08-08,Pune,Bajra,2928.54,2945.01,Rainy
2023-08-09,Pune,Bajra,2907.17,2968.31,Rainy
2023-08-10,Pune,Bajra,2949.01,2992.25,Rainy
2023-08-11,Pune,Bajra,2962.29,3006.54,Rainy
2023-08-12,Pune,Bajra,3001.78,3065.52,Rainy
2023-08-13,Pune,Bajra,3006.39,3013.31,Rainy
2023-08-14,Pune,Bajra,2992.42,3008.67,Rainy
2023-08-15,Pune,Bajra,2967.13,3037.97,Rainy
2023-08-16,Pune,Bajra,2916.3,3034.2,Rainy
2023-08-17,Pune,Bajra,2888.04,3069.6,Rainy
2023-08-18,Pune,Bajra,2881.95,3014.12,Rainy
2023-08-19,Pune,Bajra,2824.64,2995.81,Rainy
2023-08-20,Pune,Bajra,2809.25,3021.65,Rainy
2023-08-21,Pune,Bajra,2848.51,3026.26,Rainy
2023-08-22,Pune,Bajra,2890.59,3058.79,Rainy
2023-08-23,Pune,Bajra,2921.01,3102.23,Rainy
2023-08-24,Pune,Bajra,2959.26,3075.39,Rainy
2023-08-25,Pune,Bajra,2964.93,3066.9,Rainy
2023-08-26,Pune,Bajra,2943.22,3069.12,Rainy
2023-08-27,Pune,Bajra,2945.13,3100.46,Rainy
2023-08-28,Pune,Bajra,2924.04,3101.59,Rainy
2023-08-29,Pune,Bajra,2884.4,3105.32,Rainy
2023-08-30,Pune,Bajra,2874.44,3097.91,Rainy
2023-08-31,Pune,Bajra,2819.49,3118.93,Rainy
2023-09-01,Pune,Bajra,2838.06,3168.08,Rainy
2023-09-02,Pune,Bajra,2846.91,3105.89,Rainy
2023-09-03,Pune,Bajra,2880.21,3140.8,Rainy
2023-09-04,Pune,Bajra,2916.98,3186.81,Rainy
2023-09-05,Pune,Bajra,2971.44,3244.12,Rainy
2023-09-06,Pune,Bajra,2961.96,3267.81,Rainy
2023-09-07,Pune,Bajra,2990.77,3289.45,Rainy
2023-09-08,Pune,Bajra,3021.81,3341.14,Rainy
2023-09-09,Pune,Bajra,3004.2,3366.41,Rainy
2023-09-10,Pune,Bajra,3033.72,3343.0,Rainy
2023-09-11,Pune,Bajra,3081.25,3392.75,Rainy
2023-09-12,Pune,Bajra,3086.21,3377.66,Rainy
2023-09-13,Pune,Bajra,3062.87,3395.34,Rainy
2023-09-14,Pune,Bajra,3036.12,3451.85,Rainy
2023-09-15,Pune,Bajra,3079.8,3483.13,Rainy
2023-09-16,Pune,Bajra,3091.87,3492.07,Rainy
2023-09-17,Pune,Bajra,3098.23,3550.6,Rainy
2023-09-18,Pune,Bajra,3076.34,3489.99,Rainy
2023-09-19,Pune,Bajra,3110.38,3548.59,Rainy
2023-09-20,Pune,Bajra,3108.46,3562.11,Rainy
2023-09-21,Pune,Bajra,3139.77,3535.0,Rainy
2023-09-22,Pune,Bajra,3104.28,3482.48,Rainy
2023-09-23,Pune,Bajra,3054.52,3464.97,Rainy
2023-09-24,Pune,Bajra,3002.49,3447.8,Rainy
2023-09-25,Pune,Bajra,3039.9,3420.33,Rainy
2023-09-26,Pune,Bajra,3024.58,3395.9,Rainy
2023-09-27,Pune,Bajra,3068.5,3337.19,Rainy
2023-09-28,Pune,Bajra,3038.8,3379.68,Rainy
2023-09-29,Pune,Bajra,3008.18,3319.73,Rainy
